onset	duration	nwb_table	HitR	HitL	ErrR	ErrL	NoLickR	NoLickL	LickEarly	StimTrials
1092.7579	8.0	trials	False	True	False	False	False	False	True	True
1109.5111	8.0	trials	False	True	False	False	False	False	False	True
1119.4123	8.0	trials	False	True	False	False	False	False	False	True
1129.3218	8.0	trials	True	False	False	False	False	False	False	True
1139.5417	8.0	trials	False	True	False	False	False	False	False	True
1150.2283	8.0	trials	False	True	False	False	False	False	True	True
1168.013	8.0	trials	False	False	True	False	False	False	False	True
1179.9035	8.0	trials	False	True	False	False	False	False	False	True
1189.9479	8.0	trials	False	True	False	False	False	False	False	True
1200.3069	8.0	trials	False	True	False	False	False	False	False	True
1210.3868	8.0	trials	True	False	False	False	False	False	False	True
1220.384	8.0	trials	True	False	False	False	False	False	False	True
1230.4038	8.0	trials	False	True	False	False	False	False	False	True
1240.4537	8.0	trials	False	True	False	False	False	False	False	True
1250.5435	8.0	trials	False	True	False	False	False	False	False	True
1260.6294	8.0	trials	True	False	False	False	False	False	False	True
1270.6249	8.0	trials	False	False	True	False	False	False	False	True
1282.5217	8.0	trials	True	False	False	False	False	False	False	True
1292.4566	8.0	trials	False	True	False	False	False	False	False	True
1302.5201	8.0	trials	False	True	False	False	False	False	False	True
1312.6108	8.0	trials	True	False	False	False	False	False	False	True
1322.5337	8.0	trials	False	True	False	False	False	False	False	True
1332.502	8.0	trials	False	False	True	False	False	False	False	True
1344.4025	8.0	trials	True	False	False	False	False	False	False	True
1354.3675	8.0	trials	False	True	False	False	False	False	False	True
1364.4514	8.0	trials	False	True	False	False	False	False	False	True
1374.7891	8.0	trials	True	False	False	False	False	False	False	True
1384.933	8.0	trials	True	False	False	False	False	False	False	True
1394.9417	8.0	trials	True	False	False	False	False	False	False	True
1404.98	8.0	trials	False	True	False	False	False	False	False	True
1415.0631	8.0	trials	False	False	True	False	False	False	False	True
1427.1298	8.0	trials	False	True	False	False	False	False	False	True
1437.239	8.0	trials	False	True	False	False	False	False	False	True
1447.3534	8.0	trials	True	False	False	False	False	False	True	True
1458.4624	8.0	trials	True	False	False	False	False	False	False	True
1468.4391	8.0	trials	True	False	False	False	False	False	False	True
1478.4189	8.0	trials	False	True	False	False	False	False	False	True
1489.0944	8.0	trials	False	True	False	False	False	False	False	True
1499.1674	8.0	trials	False	False	True	False	False	False	False	True
1511.1211	8.0	trials	False	True	False	False	False	False	False	True
1521.2218	8.0	trials	True	False	False	False	False	False	False	True
1531.1938	8.0	trials	True	False	False	False	False	False	False	True
