onset	duration	nwb_table	HitR	HitL	ErrR	ErrL	NoLickR	NoLickL	LickEarly	StimTrials
3402.6097	8.0	trials	False	False	True	False	False	False	False	True
3414.6436	8.0	trials	False	False	True	False	False	False	False	True
3426.8311	8.0	trials	True	False	False	False	False	False	False	True
3436.9254	8.0	trials	False	False	True	False	False	False	False	True
3449.0713	8.0	trials	True	False	False	False	False	False	False	True
3459.1232	8.0	trials	False	True	False	False	False	False	False	True
3470.3999	8.0	trials	False	False	True	False	False	False	False	True
3482.579	8.0	trials	False	True	False	False	False	False	False	True
3493.5584	8.0	trials	True	False	False	False	False	False	False	True
3503.6617	8.0	trials	False	True	False	False	False	False	False	True
3513.7436	8.0	trials	True	False	False	False	False	False	False	True
3523.848	8.0	trials	True	False	False	False	False	False	False	True
3533.953	8.0	trials	True	False	False	False	False	False	False	True
3545.4719	8.0	trials	False	True	False	False	False	False	False	True
3555.5632	8.0	trials	True	False	False	False	False	False	True	True
3566.7871	8.0	trials	False	True	False	False	False	False	False	True
3576.8446	8.0	trials	True	False	False	False	False	False	False	True
3588.5541	8.0	trials	False	True	False	False	False	False	False	True
3598.6292	8.0	trials	False	False	True	False	False	False	False	True
3610.6649	8.0	trials	False	False	True	False	False	False	False	True
3622.8304	8.0	trials	True	False	False	False	False	False	False	True
3633.0328	8.0	trials	True	False	False	False	False	False	False	True
3643.1225	8.0	trials	False	True	False	False	False	False	False	True
3653.3049	8.0	trials	True	False	False	False	False	False	False	True
3663.4077	8.0	trials	False	False	True	False	False	False	False	True
3710.3867	8.0	trials	True	False	False	False	False	False	False	True
3720.5206	8.0	trials	False	True	False	False	False	False	False	True
3730.7515	8.0	trials	False	False	True	False	False	False	False	True
3742.9186	8.0	trials	True	False	False	False	False	False	False	True
3753.1522	8.0	trials	True	False	False	False	False	False	False	True
3763.3413	8.0	trials	False	True	False	False	False	False	False	True
3773.515	8.0	trials	False	True	False	False	False	False	False	True
3783.5992	8.0	trials	False	True	False	False	False	False	False	True
3793.8598	8.0	trials	True	False	False	False	False	False	False	True
3804.1154	8.0	trials	False	True	False	False	False	False	False	True
3814.3137	8.0	trials	True	False	False	False	False	False	False	True
3824.463	8.0	trials	False	False	True	False	False	False	False	True
3836.645	8.0	trials	True	False	False	False	False	False	False	True
3846.7735	8.0	trials	False	True	False	False	False	False	False	True
3856.8747	8.0	trials	False	False	True	False	False	False	True	True
3870.973	8.0	trials	True	False	False	False	False	False	False	True
3881.153	8.0	trials	True	False	False	False	False	False	False	True
3891.3914	8.0	trials	False	False	False	True	False	False	False	True
3903.4655	8.0	trials	True	False	False	False	False	False	False	True
3913.5871	8.0	trials	True	False	False	False	False	False	False	True
3923.7483	8.0	trials	False	True	False	False	False	False	False	True
3933.8611	8.0	trials	False	True	False	False	False	False	False	True
3943.9553	8.0	trials	True	False	False	False	False	False	False	True
3954.2371	8.0	trials	True	False	False	False	False	False	False	True
3964.3637	8.0	trials	False	True	False	False	False	False	False	True
3974.5086	8.0	trials	False	True	False	False	False	False	False	True
3984.6169	8.0	trials	True	False	False	False	False	False	False	True
3994.7391	8.0	trials	False	False	True	False	False	False	False	True
4006.9398	8.0	trials	False	True	False	False	False	False	False	True
4017.137	8.0	trials	False	False	True	False	False	False	False	True
4029.23	8.0	trials	True	False	False	False	False	False	True	True
4040.3695	8.0	trials	True	False	False	False	False	False	False	True
4050.4735	8.0	trials	False	True	False	False	False	False	False	True
4060.7265	8.0	trials	False	True	False	False	False	False	False	True
4070.8659	8.0	trials	False	False	True	False	False	False	False	True
4083.0903	8.0	trials	True	False	False	False	False	False	False	True
4093.3773	8.0	trials	False	False	True	False	False	False	False	True
4105.4541	8.0	trials	False	True	False	False	False	False	False	True
4115.6206	8.0	trials	True	False	False	False	False	False	False	True
4125.7694	8.0	trials	False	True	False	False	False	False	False	True
4135.9384	8.0	trials	True	False	False	False	False	False	False	True
4146.2167	8.0	trials	True	False	False	False	False	False	False	True
4156.5102	8.0	trials	True	False	False	False	False	False	False	True
4166.665	8.0	trials	False	True	False	False	False	False	False	True
4176.8994	8.0	trials	False	False	True	False	False	False	False	True
4189.0484	8.0	trials	True	False	False	False	False	False	False	True
4199.1664	8.0	trials	False	False	True	False	False	False	False	True
4211.2967	8.0	trials	False	False	False	True	False	False	False	True
4223.4505	8.0	trials	False	True	False	False	False	False	True	True
4240.2633	8.0	trials	True	False	False	False	False	False	False	True
4250.4586	8.0	trials	True	False	False	False	False	False	False	True
4260.6965	8.0	trials	True	False	False	False	False	False	False	True
4270.8641	8.0	trials	False	True	False	False	False	False	False	True
4281.0948	8.0	trials	False	True	False	False	False	False	False	True
4291.3286	8.0	trials	True	False	False	False	False	False	True	True
4303.0652	8.0	trials	False	True	False	False	False	False	False	True
4313.2053	8.0	trials	True	False	False	False	False	False	False	True
4323.3888	8.0	trials	True	False	False	False	False	False	False	True
4333.6581	8.0	trials	False	True	False	False	False	False	False	True
4343.8071	8.0	trials	False	True	False	False	False	False	False	True
4354.1064	8.0	trials	True	False	False	False	False	False	False	True
4364.3584	8.0	trials	False	True	False	False	False	False	False	True
4374.5191	8.0	trials	False	False	True	False	False	False	False	True
4386.7322	8.0	trials	False	False	False	True	False	False	False	True
4398.8731	8.0	trials	False	False	False	True	False	False	False	True
4410.9935	8.0	trials	False	True	False	False	False	False	False	True
4421.1787	8.0	trials	False	False	False	False	False	True	False	True
4432.283	8.0	trials	False	True	False	False	False	False	False	True
4442.4583	8.0	trials	False	False	True	False	False	False	False	True
4454.6922	8.0	trials	True	False	False	False	False	False	False	True
4464.8938	8.0	trials	True	False	False	False	False	False	False	True
4475.165	8.0	trials	False	True	False	False	False	False	False	True
4485.4497	8.0	trials	False	False	True	False	False	False	False	True
4497.5666	8.0	trials	True	False	False	False	False	False	False	True
4507.7615	8.0	trials	False	True	False	False	False	False	False	True
4518.0526	8.0	trials	False	False	False	True	False	False	False	True
4530.1978	8.0	trials	False	False	False	True	False	False	False	True
4542.3569	8.0	trials	False	True	False	False	False	False	False	True
4552.5978	8.0	trials	False	False	False	True	False	False	False	True
4567.4513	8.0	trials	False	True	False	False	False	False	False	True
4577.6654	8.0	trials	True	False	False	False	False	False	True	True
4588.6072	8.0	trials	True	False	False	False	False	False	False	True
4598.779	8.0	trials	True	False	False	False	False	False	True	True
4610.2101	8.0	trials	False	False	False	True	False	False	False	True
4622.3699	8.0	trials	True	False	False	False	False	False	True	True
4633.6357	8.0	trials	True	False	False	False	False	False	False	True
4643.8413	8.0	trials	True	False	False	False	False	False	False	True
4654.0594	8.0	trials	False	True	False	False	False	False	False	True
4664.2172	8.0	trials	False	True	False	False	False	False	False	True
4674.4113	8.0	trials	True	False	False	False	False	False	False	True
4684.6896	8.0	trials	True	False	False	False	False	False	False	True
4694.8581	8.0	trials	False	True	False	False	False	False	False	True
4705.2046	8.0	trials	True	False	False	False	False	False	False	True
4715.4185	8.0	trials	False	True	False	False	False	False	False	True
4725.7085	8.0	trials	False	True	False	False	False	False	False	True
4735.9046	8.0	trials	False	True	False	False	False	False	False	True
4746.0881	8.0	trials	False	False	True	False	False	False	False	True
4758.2424	8.0	trials	False	False	False	False	False	True	False	True
4769.3747	8.0	trials	False	False	False	True	False	False	False	True
4781.5363	8.0	trials	False	True	False	False	False	False	False	True
4791.7815	8.0	trials	False	False	False	True	False	False	False	True
4804.0553	8.0	trials	False	False	False	True	False	False	False	True
4816.4046	8.0	trials	False	False	False	False	False	True	False	True
4835.6602	8.0	trials	False	True	False	False	False	False	False	True
4845.846	8.0	trials	False	True	False	False	False	False	False	True
4856.0452	8.0	trials	True	False	False	False	False	False	False	True
4866.3382	8.0	trials	False	False	True	False	False	False	False	True
4878.5045	8.0	trials	False	True	False	False	False	False	False	True
4888.7118	8.0	trials	False	True	False	False	False	False	False	True
4899.0206	8.0	trials	True	False	False	False	False	False	False	True
4909.3578	8.0	trials	True	False	False	False	False	False	False	True
4919.662	8.0	trials	False	False	True	False	False	False	False	True
4931.959	8.0	trials	False	False	False	True	False	False	False	True
4944.192	8.0	trials	True	False	False	False	False	False	False	True
4954.4039	8.0	trials	True	False	False	False	False	False	False	True
4964.7505	8.0	trials	False	True	False	False	False	False	False	True
4974.978	8.0	trials	False	True	False	False	False	False	False	True
4985.197	8.0	trials	False	False	True	False	False	False	False	True
4997.3936	8.0	trials	False	True	False	False	False	False	False	True
5007.6638	8.0	trials	False	False	True	False	False	False	False	True
5019.8734	8.0	trials	False	False	True	False	False	False	False	True
5032.7146	8.0	trials	False	False	True	False	False	False	False	True
5044.9128	8.0	trials	False	False	True	False	False	False	False	True
5057.1177	8.0	trials	False	False	True	False	False	False	False	True
5069.3683	8.0	trials	False	False	True	False	False	False	False	True
5084.4508	8.0	trials	True	False	False	False	False	False	False	True
5094.8106	8.0	trials	True	False	False	False	False	False	False	True
5105.0523	8.0	trials	False	False	False	True	False	False	False	True
5117.2608	8.0	trials	False	True	False	False	False	False	False	True
5127.6258	8.0	trials	False	True	False	False	False	False	False	True
5137.878	8.0	trials	True	False	False	False	False	False	False	True
5148.093	8.0	trials	True	False	False	False	False	False	True	True
5160.3106	8.0	trials	True	False	False	False	False	False	False	True
5170.6866	8.0	trials	False	False	False	True	False	False	False	True
5183.0153	8.0	trials	False	False	True	False	False	False	False	True
5195.2158	8.0	trials	False	True	False	False	False	False	False	True
5205.4889	8.0	trials	False	True	False	False	False	False	False	True
5215.7275	8.0	trials	False	True	False	False	False	False	False	True
5226.0308	8.0	trials	False	False	True	False	False	False	False	True
5238.2554	8.0	trials	False	False	True	False	False	False	False	True
5250.4536	8.0	trials	False	False	True	False	False	False	False	True
5262.671	8.0	trials	False	False	True	False	False	False	False	True
5274.921	8.0	trials	False	False	False	False	True	False	False	True
5286.1159	8.0	trials	False	False	False	False	True	False	False	True
