onset	duration	nwb_table	HitR	HitL	ErrR	ErrL	NoLickR	NoLickL	LickEarly	StimTrials
2681.437	8.0	trials	True	False	False	False	False	False	False	True
2692.6411	8.0	trials	False	True	False	False	False	False	False	True
2703.7241	8.0	trials	False	True	False	False	False	False	False	True
2714.9143	8.0	trials	False	True	False	False	False	False	False	True
2725.9563	8.0	trials	True	False	False	False	False	False	False	True
2737.1359	8.0	trials	False	True	False	False	False	False	False	True
2748.1971	8.0	trials	False	True	False	False	False	False	False	True
2759.4055	8.0	trials	False	True	False	False	False	False	False	True
2770.4424	8.0	trials	True	False	False	False	False	False	False	True
2781.6442	8.0	trials	False	True	False	False	False	False	True	True
2794.655	8.0	trials	True	False	False	False	False	False	False	True
2805.7028	8.0	trials	True	False	False	False	False	False	False	True
2816.8649	8.0	trials	False	True	False	False	False	False	False	True
2827.9087	8.0	trials	False	False	False	True	False	False	False	True
2840.9678	8.0	trials	True	False	False	False	False	False	False	True
2852.0503	8.0	trials	False	True	False	False	False	False	False	True
2863.12	8.0	trials	False	True	False	False	False	False	False	True
2874.2032	8.0	trials	True	False	False	False	False	False	False	True
2885.4005	8.0	trials	True	False	False	False	False	False	False	True
2896.5974	8.0	trials	False	True	False	False	False	False	False	True
2907.7728	8.0	trials	True	False	False	False	False	False	False	True
2918.9955	8.0	trials	False	True	False	False	False	False	False	True
2930.0607	8.0	trials	False	True	False	False	False	False	False	True
2941.1474	8.0	trials	True	False	False	False	False	False	False	True
2952.3277	8.0	trials	False	True	False	False	False	False	False	True
3009.2468	8.0	trials	True	False	False	False	False	False	False	True
3020.4519	8.0	trials	False	False	False	True	False	False	False	True
3033.5649	8.0	trials	False	False	False	True	False	False	False	True
3046.7429	8.0	trials	False	False	False	True	False	False	False	True
3059.9275	8.0	trials	False	False	False	True	False	False	False	True
3073.0868	8.0	trials	False	True	False	False	False	False	False	True
3084.8099	8.0	trials	False	True	False	False	False	False	False	True
3096.0188	8.0	trials	True	False	False	False	False	False	False	True
3107.2043	8.0	trials	False	True	False	False	False	False	False	True
3118.2875	8.0	trials	False	True	False	False	False	False	False	True
3129.3575	8.0	trials	True	False	False	False	False	False	False	True
3140.5891	8.0	trials	True	False	False	False	False	False	False	True
3151.747	8.0	trials	False	True	False	False	False	False	False	True
3162.8263	8.0	trials	True	False	False	False	False	False	False	True
3173.9284	8.0	trials	False	False	False	True	False	False	False	True
3186.9719	8.0	trials	False	True	False	False	False	False	False	True
3198.1966	8.0	trials	False	True	False	False	False	False	False	True
3209.3888	8.0	trials	True	False	False	False	False	False	False	True
3220.6148	8.0	trials	True	False	False	False	False	False	False	True
3231.7125	8.0	trials	True	False	False	False	False	False	False	True
3242.9365	8.0	trials	False	True	False	False	False	False	False	True
3254.4706	8.0	trials	False	True	False	False	False	False	False	True
3265.5704	8.0	trials	True	False	False	False	False	False	False	True
3276.7873	8.0	trials	False	True	False	False	False	False	False	True
3287.8943	8.0	trials	False	True	False	False	False	False	False	True
3299.2958	8.0	trials	False	False	False	True	False	False	False	True
3312.4681	8.0	trials	False	False	True	False	False	False	False	True
3325.6718	8.0	trials	True	False	False	False	False	False	False	True
3336.9097	8.0	trials	False	False	False	True	False	False	True	True
3363.9247	8.0	trials	False	True	False	False	False	False	False	True
3375.0345	8.0	trials	False	True	False	False	False	False	False	True
3386.1616	8.0	trials	True	False	False	False	False	False	False	True
3397.3401	8.0	trials	True	False	False	False	False	False	False	True
3408.4472	8.0	trials	True	False	False	False	False	False	False	True
3419.5744	8.0	trials	False	False	False	True	False	False	False	True
3432.6403	8.0	trials	False	True	False	False	False	False	False	True
3444.0639	8.0	trials	False	True	False	False	False	False	False	True
3455.1808	8.0	trials	True	False	False	False	False	False	False	True
3466.4265	8.0	trials	False	True	False	False	False	False	False	True
3477.8597	8.0	trials	False	False	False	True	False	False	False	True
3491.0739	8.0	trials	False	True	False	False	False	False	False	True
3502.6733	8.0	trials	True	False	False	False	False	False	False	True
3513.8036	8.0	trials	False	True	False	False	False	False	False	True
3525.2512	8.0	trials	False	True	False	False	False	False	False	True
3536.3853	8.0	trials	True	False	False	False	False	False	False	True
3547.5885	8.0	trials	False	True	False	False	False	False	False	True
3559.225	8.0	trials	False	False	False	True	False	False	False	True
3572.4493	8.0	trials	False	True	False	False	False	False	False	True
3583.6719	8.0	trials	True	False	False	False	False	False	False	True
3594.9562	8.0	trials	True	False	False	False	False	False	False	True
3606.1992	8.0	trials	False	True	False	False	False	False	False	True
3617.4302	8.0	trials	True	False	False	False	False	False	False	True
3628.6672	8.0	trials	False	True	False	False	False	False	False	True
3639.8765	8.0	trials	False	True	False	False	False	False	False	True
3651.0211	8.0	trials	False	True	False	False	False	False	False	True
3662.1582	8.0	trials	True	False	False	False	False	False	False	True
3673.4703	8.0	trials	False	True	False	False	False	False	False	True
3684.9685	8.0	trials	False	True	False	False	False	False	False	True
3696.2086	8.0	trials	False	True	False	False	False	False	False	True
3707.3467	8.0	trials	True	False	False	False	False	False	False	True
3718.5994	8.0	trials	False	False	False	True	False	False	False	True
3731.8002	8.0	trials	False	True	False	False	False	False	False	True
3743.2028	8.0	trials	False	True	False	False	False	False	False	True
3754.349	8.0	trials	True	False	False	False	False	False	False	True
3765.628	8.0	trials	False	True	False	False	False	False	False	True
3776.8543	8.0	trials	False	False	True	False	False	False	False	True
3790.1125	8.0	trials	False	False	False	True	False	False	False	True
3803.3645	8.0	trials	False	False	True	False	False	False	False	True
3816.5082	8.0	trials	True	False	False	False	False	False	False	True
3827.7818	8.0	trials	True	False	False	False	False	False	False	True
3839.0474	8.0	trials	False	True	False	False	False	False	False	True
3850.1824	8.0	trials	False	True	False	False	False	False	False	True
3861.467	8.0	trials	True	False	False	False	False	False	False	True
3872.7021	8.0	trials	False	False	True	False	False	False	False	True
3885.8219	8.0	trials	False	True	False	False	False	False	False	True
3897.0816	8.0	trials	True	False	False	False	False	False	False	True
3908.3832	8.0	trials	True	False	False	False	False	False	False	True
3919.6517	8.0	trials	False	False	True	False	False	False	False	True
3932.8719	8.0	trials	False	True	False	False	False	False	False	True
3944.1898	8.0	trials	False	True	False	False	False	False	False	True
3955.4751	8.0	trials	True	False	False	False	False	False	False	True
3966.6992	8.0	trials	False	True	False	False	False	False	False	True
3977.8642	8.0	trials	True	False	False	False	False	False	False	True
3989.1491	8.0	trials	True	False	False	False	False	False	False	True
4000.4667	8.0	trials	True	False	False	False	False	False	False	True
4011.7574	8.0	trials	False	False	False	True	False	False	False	True
4025.0237	8.0	trials	False	False	True	False	False	False	False	True
4038.2563	8.0	trials	True	False	False	False	False	False	False	True
4049.5448	8.0	trials	True	False	False	False	False	False	False	True
4060.8623	8.0	trials	False	True	False	False	False	False	False	True
4072.1548	8.0	trials	True	False	False	False	False	False	False	True
4083.3361	8.0	trials	False	True	False	False	False	False	False	True
4094.6597	8.0	trials	False	True	False	False	False	False	False	True
4105.8525	8.0	trials	False	True	False	False	False	False	False	True
4117.4323	8.0	trials	True	False	False	False	False	False	False	True
4128.7486	8.0	trials	False	True	False	False	False	False	False	True
4140.3573	8.0	trials	False	True	False	False	False	False	False	True
4151.6635	8.0	trials	True	False	False	False	False	False	False	True
4162.8584	8.0	trials	True	False	False	False	False	False	False	True
4174.2737	8.0	trials	True	False	False	False	False	False	False	True
4185.5123	8.0	trials	False	True	False	False	False	False	False	True
4196.6744	8.0	trials	False	True	False	False	False	False	False	True
4207.944	8.0	trials	False	True	False	False	False	False	False	True
4219.1069	8.0	trials	False	False	True	False	False	False	False	True
4232.4212	8.0	trials	False	False	False	True	False	False	False	True
4245.6873	8.0	trials	False	True	False	False	False	False	False	True
4257.3262	8.0	trials	False	True	False	False	False	False	False	True
4268.6425	8.0	trials	True	False	False	False	False	False	False	True
4279.9255	8.0	trials	True	False	False	False	False	False	False	True
4291.1888	8.0	trials	True	False	False	False	False	False	False	True
4302.4311	8.0	trials	False	True	False	False	False	False	False	True
4313.7632	8.0	trials	False	False	True	False	False	False	False	True
4326.912	8.0	trials	False	False	False	True	False	False	False	True
4340.191	8.0	trials	False	False	True	False	False	False	False	True
4353.5771	8.0	trials	True	False	False	False	False	False	False	True
4364.9863	8.0	trials	True	False	False	False	False	False	False	True
4376.2508	8.0	trials	False	False	False	True	False	False	False	True
4389.5227	8.0	trials	False	False	False	False	False	True	False	True
4401.6635	8.0	trials	False	False	False	True	False	False	False	True
4415.1239	8.0	trials	False	True	False	False	False	False	False	True
4426.4309	8.0	trials	False	True	False	False	False	False	False	True
4437.7921	8.0	trials	True	False	False	False	False	False	False	True
4449.1402	8.0	trials	True	False	False	False	False	False	False	True
4460.4476	8.0	trials	True	False	False	False	False	False	False	True
4471.7851	8.0	trials	False	False	False	True	False	False	False	True
4485.0818	8.0	trials	False	True	False	False	False	False	False	True
4496.4815	8.0	trials	False	True	False	False	False	False	False	True
4507.859	8.0	trials	False	False	True	False	False	False	False	True
4521.1076	8.0	trials	True	False	False	False	False	False	False	True
4532.5246	8.0	trials	False	False	False	True	False	False	False	True
4545.8392	8.0	trials	False	False	True	False	False	False	False	True
4559.227	8.0	trials	False	False	False	True	False	False	False	True
4572.7659	8.0	trials	False	True	False	False	False	False	False	True
4584.1879	8.0	trials	False	True	False	False	False	False	False	True
4595.4611	8.0	trials	False	False	True	False	False	False	False	True
4608.9292	8.0	trials	False	False	True	False	False	False	False	True
4622.3098	8.0	trials	False	False	False	False	True	False	False	True
4634.4764	8.0	trials	True	False	False	False	False	False	True	True
4647.368	8.0	trials	True	False	False	False	False	False	False	True
4658.6699	8.0	trials	False	False	False	True	False	False	False	True
4671.9621	8.0	trials	False	False	False	True	False	False	False	True
4685.3497	8.0	trials	False	False	False	False	False	True	False	True
4697.5036	8.0	trials	False	True	False	False	False	False	False	True
4709.0258	8.0	trials	False	True	False	False	False	False	False	True
4720.3763	8.0	trials	True	False	False	False	False	False	False	True
4731.7389	8.0	trials	False	False	False	True	False	False	False	True
4745.1997	8.0	trials	False	True	False	False	False	False	False	True
4756.5973	8.0	trials	False	True	False	False	False	False	False	True
4767.9481	8.0	trials	False	False	True	False	False	False	False	True
4781.301	8.0	trials	False	True	False	False	False	False	False	True
4792.7684	8.0	trials	False	False	True	False	False	False	False	True
4806.1094	8.0	trials	True	False	False	False	False	False	False	True
4817.7174	8.0	trials	True	False	False	False	False	False	False	True
4829.1201	8.0	trials	False	False	False	True	False	False	False	True
4842.4636	8.0	trials	True	False	False	False	False	False	False	True
4853.9591	8.0	trials	True	False	False	False	False	False	False	True
4895.1186	8.0	trials	False	False	False	False	True	False	False	True
4907.282	8.0	trials	False	False	False	False	False	True	False	True
4919.4435	8.0	trials	False	True	False	False	False	False	False	True
4930.9872	8.0	trials	False	True	False	False	False	False	False	True
4942.4583	8.0	trials	True	False	False	False	False	False	False	True
4954.0123	8.0	trials	False	False	False	False	True	False	False	True
4966.18	8.0	trials	False	False	False	False	True	False	False	True
4978.3557	8.0	trials	False	False	False	False	True	False	False	True
4990.536	8.0	trials	False	False	False	False	True	False	False	True
5002.7274	8.0	trials	False	False	True	False	False	False	False	True
5016.1889	8.0	trials	False	False	False	False	True	False	False	True
5028.3798	8.0	trials	False	False	True	False	False	False	False	True
5041.9817	8.0	trials	True	False	False	False	False	False	False	True
5053.6803	8.0	trials	True	False	False	False	False	False	False	True
5065.3934	8.0	trials	False	False	False	True	False	False	False	True
5078.8886	8.0	trials	False	True	False	False	False	False	False	True
5090.2437	8.0	trials	False	False	True	False	False	False	False	True
5103.6857	8.0	trials	False	True	False	False	False	False	False	True
5115.1805	8.0	trials	False	False	False	False	True	False	False	True
5127.3827	8.0	trials	True	False	False	False	False	False	False	True
5139.2871	8.0	trials	True	False	False	False	False	False	False	True
5151.0025	8.0	trials	False	False	False	True	False	False	False	True
5164.543	8.0	trials	False	False	False	False	False	True	False	True
5176.7399	8.0	trials	False	False	False	False	False	True	False	True
5188.9591	8.0	trials	False	False	False	False	False	True	False	True
5201.1567	8.0	trials	False	False	False	False	False	True	False	True
5213.3602	8.0	trials	False	False	False	False	False	True	False	True
5225.5602	8.0	trials	False	False	False	False	False	True	False	True
5237.7665	8.0	trials	False	False	False	False	False	True	False	True
5249.9655	8.0	trials	False	False	False	False	False	True	False	True
5262.1699	8.0	trials	False	False	False	False	False	True	False	True
5274.3834	8.0	trials	False	False	False	False	False	True	False	True
5286.5962	8.0	trials	False	False	False	True	False	False	False	True
5324.7983	8.0	trials	False	True	False	False	False	False	False	True
5336.2141	8.0	trials	False	True	False	False	False	False	False	True
5347.62	8.0	trials	False	False	False	False	True	False	False	True
5359.8526	8.0	trials	False	True	False	False	False	False	False	True
5371.4449	8.0	trials	False	True	False	False	False	False	False	True
5383.2467	8.0	trials	False	True	False	False	False	False	False	True
5394.6782	8.0	trials	False	False	True	False	False	False	False	True
5408.2295	8.0	trials	False	False	True	False	False	False	False	True
5421.7542	8.0	trials	False	False	False	False	True	False	False	True
5438.1743	8.0	trials	True	False	False	False	False	False	False	True
5449.8603	8.0	trials	False	False	False	False	True	False	False	True
