onset	duration	nwb_table	HitR	HitL	ErrR	ErrL	NoLickR	NoLickL	LickEarly	StimTrials
986.291	8.0	trials	False	True	False	False	False	False	False	True
997.384	8.0	trials	False	True	False	False	False	False	False	True
1008.3894	8.0	trials	False	True	False	False	False	False	False	True
1019.3628	7.999999999999886	trials	True	False	False	False	False	False	False	True
1030.4614	8.0	trials	False	True	False	False	False	False	False	True
1041.457	8.0	trials	False	True	False	False	False	False	False	True
1052.4382	8.0	trials	True	False	False	False	False	False	False	True
1063.6798	8.0	trials	False	True	False	False	False	False	False	True
1074.6963	8.0	trials	False	True	False	False	False	False	False	True
1085.6376	8.0	trials	True	False	False	False	False	False	False	True
1096.7533	8.0	trials	False	True	False	False	False	False	False	True
1108.1535	8.0	trials	False	True	False	False	False	False	False	True
1119.1319	8.0	trials	False	True	False	False	False	False	False	True
1130.1705	8.0	trials	True	False	False	False	False	False	False	True
1141.3469	8.0	trials	False	True	False	False	False	False	False	True
1152.3553	8.0	trials	False	False	True	False	False	False	False	True
1165.9313	8.0	trials	False	True	False	False	False	False	False	True
1177.0149	8.0	trials	True	False	False	False	False	False	False	True
1188.2092	8.0	trials	False	True	False	False	False	False	False	True
1199.2193	8.0	trials	False	True	False	False	False	False	False	True
1210.2128	8.0	trials	False	True	False	False	False	False	False	True
1221.2594	8.0	trials	True	False	False	False	False	False	False	True
1232.3051	8.0	trials	False	True	False	False	False	False	False	True
1243.2738	8.0	trials	True	False	False	False	False	False	False	True
1254.4843	8.0	trials	True	False	False	False	False	False	False	True
1265.6899	8.0	trials	True	False	False	False	False	False	False	True
1276.8635	8.0	trials	False	True	False	False	False	False	False	True
1287.9767	8.0	trials	True	False	False	False	False	False	False	True
1299.1185	8.0	trials	True	False	False	False	False	False	False	True
1310.2793	8.0	trials	False	True	False	False	False	False	False	True
1321.3906	8.0	trials	False	False	True	False	False	False	False	True
1334.8033	8.0	trials	True	False	False	False	False	False	False	True
1345.9746	8.0	trials	False	True	False	False	False	False	False	True
1357.0157	8.0	trials	False	False	True	False	False	False	False	True
1370.0638	8.0	trials	True	False	False	False	False	False	False	True
1381.332	8.0	trials	True	False	False	False	False	False	False	True
1392.5021	8.0	trials	False	False	False	True	False	False	False	True
1405.6469	8.0	trials	False	False	True	False	False	False	False	True
1418.6789	8.0	trials	False	False	False	False	True	False	False	True
1430.5903	8.0	trials	True	False	False	False	False	False	False	True
1441.6364	8.0	trials	True	False	False	False	False	False	False	True
1452.8477	8.0	trials	False	True	False	False	False	False	False	True
1463.8937	8.0	trials	True	False	False	False	False	False	False	True
1474.9449	8.0	trials	False	False	True	False	False	False	False	True
1487.9965	8.0	trials	False	True	False	False	False	False	False	True
1499.101	8.0	trials	False	True	False	False	False	False	False	True
1510.0832	8.0	trials	False	True	False	False	False	False	False	True
1521.1644	8.0	trials	True	False	False	False	False	False	False	True
1532.2543	8.0	trials	True	False	False	False	False	False	False	True
1543.4612	8.0	trials	True	False	False	False	False	False	False	True
1554.6788	8.0	trials	False	True	False	False	False	False	False	True
1565.7345	8.0	trials	False	True	False	False	False	False	False	True
1576.8465	8.0	trials	True	False	False	False	False	False	False	True
1588.0187	8.0	trials	True	False	False	False	False	False	False	True
1599.2278	8.0	trials	False	True	False	False	False	False	False	True
1610.3782	8.0	trials	True	False	False	False	False	False	False	True
1621.6111	8.0	trials	False	True	False	False	False	False	False	True
1632.6724	8.0	trials	False	True	False	False	False	False	False	True
1643.7293	8.0	trials	False	True	False	False	False	False	False	True
1654.7706	8.0	trials	False	False	True	False	False	False	False	True
1668.3049	8.0	trials	True	False	False	False	False	False	False	True
1679.5452	8.0	trials	False	False	False	False	True	False	False	True
1691.4882	8.0	trials	False	True	False	False	False	False	False	True
1702.5267	8.0	trials	False	False	True	False	False	False	False	True
1715.6442	8.0	trials	False	False	False	False	True	False	False	True
1727.5731	8.0	trials	True	False	False	False	False	False	False	True
1738.9807	8.0	trials	True	False	False	False	False	False	False	True
1750.2391	8.0	trials	False	True	False	False	False	False	False	True
1761.3409	8.0	trials	False	True	False	False	False	False	False	True
1772.5213	8.0	trials	True	False	False	False	False	False	False	True
1783.7326	8.0	trials	True	False	False	False	False	False	False	True
1794.9233	8.0	trials	True	False	False	False	False	False	False	True
1806.1245	8.0	trials	False	True	False	False	False	False	False	True
1817.2671	8.0	trials	True	False	False	False	False	False	False	True
1828.4664	8.0	trials	True	False	False	False	False	False	False	True
1839.6647	8.0	trials	True	False	False	False	False	False	False	True
1850.9396	8.0	trials	False	True	False	False	False	False	False	True
1862.1145	8.0	trials	True	False	False	False	False	False	False	True
1873.3496	8.0	trials	True	False	False	False	False	False	False	True
1884.5111	8.0	trials	False	True	False	False	False	False	False	True
1895.711	8.0	trials	True	False	False	False	False	False	False	True
1906.943	8.0	trials	False	True	False	False	False	False	False	True
1918.0727	8.0	trials	False	True	False	False	False	False	False	True
1929.2407	8.0	trials	False	True	False	False	False	False	False	True
1940.3311	8.0	trials	True	False	False	False	False	False	False	True
1951.4118	8.0	trials	False	True	False	False	False	False	False	True
1962.4759	8.0	trials	False	False	True	False	False	False	False	True
1975.7024	8.0	trials	True	False	False	False	False	False	False	True
1986.976	8.0	trials	True	False	False	False	False	False	False	True
1998.1261	8.0	trials	False	True	False	False	False	False	False	True
2009.2532	8.0	trials	False	True	False	False	False	False	False	True
2020.3644	8.0	trials	False	True	False	False	False	False	False	True
2031.449	8.0	trials	True	False	False	False	False	False	False	True
2042.6695	8.0	trials	True	False	False	False	False	False	False	True
2053.8821	8.0	trials	True	False	False	False	False	False	False	True
2064.9818	8.0	trials	False	False	False	True	False	False	False	True
2078.2449	8.0	trials	True	False	False	False	False	False	False	True
2089.4621	8.0	trials	True	False	False	False	False	False	False	True
2100.721	8.0	trials	False	True	False	False	False	False	False	True
